,id,title,overview,release_date,popularity,vote_average,vote_count
6970,692,Pink Flamingos,"Notorious Baltimore criminal and underground figure Divine goes up against Connie & Raymond Marble, a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive"".",1972-03-17,23.148,6.177,483
6971,11418,National Lampoon's European Vacation,"The Griswalds win a vacation to Europe on a game show, and so pack their bags for the continent. They do their best to catch the flavor of Europe, but they just don't know how to be be good tourists. Besides, they have trouble taking holidays in countries where they CAN speak the language.",1985-07-25,34.406,6.176,849
6972,419831,I Kill Giants,"Sophia, a new high school student, tries to make friends with Barbara, who tells her that “she kills giants,” protecting this way her hometown and its inhabitants, who do not understand her strange behavior.",2017-11-15,12.692,6.175,1160
6973,98567,Chinese Zodiac,"Asian Hawk leads a mercenary team to recover several lost artifacts from the Old Summer Palace, the bronze heads of the 12 Chinese Zodiac animals which were sacked by the French and British armies from the imperial Summer Palace in Beijing in 1860. Assisted by a Chinese student & a Parisian lady, Hawk stops at nothing to accomplish the mission.",2012-12-20,17.419,6.175,797
6974,1688,Conquest of the Planet of the Apes,"In a futuristic world that has embraced ape slavery, a chimpanzee named Caesar resurfaces after almost twenty years of hiding from the authorities, and prepares for a revolt against humanity.",1972-06-29,51.782,6.175,933
6975,85373,StreetDance 2,"After suffering humiliation by the crew Invincible, street dancer Ash looks to gather the best dancers from around the world for a rematch.",2012-03-30,10.017,6.174,379
6976,20701,Tales from the Darkside: The Movie,A young boy tells three stories of horror to distract a witch who plans to eat him.,1990-05-03,21.684,6.2,364
6977,8688,Snake Eyes,"All bets are off when shady homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend, Naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",1998-08-07,10.738,6.174,1321
6978,6341,Blue Thunder,"Los Angeles, California. Officer Murphy, a veteran Metropolitan Police helicopter pilot suffering from severe trauma due to his harsh experiences during the Vietnam War, and Lymangood, his resourceful new partner, are tasked with testing an advanced and heavily armed experimental chopper known as Blue Thunder.",1983-02-05,10.61,6.2,466
6979,1634,Free Willy,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.",1993-07-16,28.092,6.174,1784
6980,326285,American Pastoral,"Set in postwar America, a man watches his seemingly perfect life fall apart as his daughter's new political affiliation threatens to destroy their family.",2016-10-20,15.025,6.173,675
6981,11931,In Her Shoes,"Irresponsible party girl, Maggie is kicked out of her father's and stepmother's home—where she lives for free—and is taken in by her hard-working sister, Philadelphia lawyer, Rose. After Maggie's disruptive ways ruin her sister's love life, Rose turns her out as well. But when their grandmother, who they never knew existed, comes into their lives, the sisters face some complicated truths about themselves and their family.",2005-10-07,12.203,6.2,1172
6982,11860,Sabrina,"An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.",1995-12-15,20.295,6.173,608
6983,4477,The Devil's Own,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",1997-03-13,15.111,6.173,1193
6984,823625,Blacklight,Travis Block is a shadowy Government agent who specializes in removing operatives whose covers have been exposed. He then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.,2022-02-10,42.371,6.172,1082
6985,395990,Death Wish,A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,2018-03-02,39.115,6.172,2526
6986,59962,This Means War,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,2012-02-14,22.275,6.172,3331
6987,52505,The Other Woman,"Emilia, a law-school graduate, falls in love with her married boss, Jack. After Emilia marries Jack, her happiness turns unexpectedly to grief following the death of her infant daughter. Devastated, Emilia nonetheless carries on, attempting to forge a connection with her stepson William and to resist the interference of Jack's jealous ex-wife.",2010-10-28,6.785,6.2,370
6988,454294,The Kid Who Would Be King,"Old-school magic meets the modern world when young Alex stumbles upon the mythical sword Excalibur. He soon unites his friends and enemies, and they become knights who join forces with the legendary wizard Merlin. Together, they must save mankind from the wicked enchantress Morgana and her army of supernatural warriors.",2019-01-16,19.984,6.171,736
6989,428045,Iron Mask,"Commissioned to map the Far East territories of the Russian Empire, cartographer Jonathan Green sets off on a long journey of unbelievable adventures—making breath-taking discoveries and meeting mysterious creatures, Chinese princesses, deadly masters of oriental martial arts, and even the King of Dragons.",2019-08-16,26.315,6.2,447
6990,340481,The Unknown Girl,"Jenny, a young doctor who feels guilty after a young woman she refused to see winds up dead a few days later, decides to find out who the girl was, after the police can't identify the young woman.",2016-10-05,7.871,6.171,385
6991,59570,Escort in Love,"35-year-old Alice has a husband and a son. Her life seems a beautiful dream, but it soon turns out to be a nightmare. Her husband  dies in a car accident and her lawyer tells her that she is on her uppers. The only way she has to earn money in a short time is by resorting to the oldest job in history.",2011-03-18,7.045,6.171,605
6992,530382,In the Shadow of the Moon,"In 1988, Philadelphia police officer Thomas ""Locke"" Lockhart, hungry to become a detective, begins tracking a serial killer whose crimes defy scientific explanation. When the killer mysteriously resurfaces nine years later, Locke's obsession with finding the truth threatens to destroy his career, his family, and possibly his sanity.",2019-09-27,17.151,6.17,1388
6993,22327,Youth in Revolt,"As a fan of Albert Camus and Jean-Luc Godard, teenage Nick Twisp is definitely out of his element when his mother and her boyfriend move the family to a trailer park. When a pretty neighbor named Sheeni plays records by French crooners, it's love at first sight for frustrated and inexperienced Nick. Learning that she is dating someone, Nick launches a hilarious quest to find his way into Sheeni's heart -- and bed.",2009-09-11,11.352,6.2,889
6994,14061,The Edge of Love,"When the Welsh poet Dylan Thomas and his flirtatious wife Caitlin sweep into war-torn London, the last thing they expect is to bump into Dylan's childhood sweetheart Vera. Despite her joy at seeing Dylan after so many years, Vera is swept off her feet by a dashing officer, William Killick, and finds herself torn between the open adoration of her new found beau and the wily charms of the exotic Welshman.",2008-06-20,10.82,6.17,364
6995,11699,Bad Lieutenant: Port of Call - New Orleans,"Terrence McDonagh is a New Orleans Police sergeant, who recieves a medal and a promotion to lieutenant for heroism during Hurricane Katrina. Due to his heroic act, McDonagh injures his back and becomes addicted to prescription pain medication. He then finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.",2009-09-11,18.777,6.17,1101
6996,11917,Saw V,"Following Jigsaw's grisly demise, Detective Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",2008-10-23,32.02,6.169,3434
6997,178915,Welcome Mr. President!,"In a small mountain village lives a man with a challenging name, Giuseppe Garibaldi (one of Italy's ""fathers of the fatherland""), but everybody call him with the nickname Peppino. Love fishing, the company of friends, the library where he works as a precarious employee. He is an optimistic person even if his child accuse him of being a wannabe. One day, due to a mess of politicians, an amazing thing happens: Peppino is mistakenly elected President of the Italian Republic. Pulled out from his quiet life, is to play a role for which he knows he is obviously inappropriate, but his common sense and his instinctive gestures are incredibly effective, except for the etiquette, for which he is in trouble. The inflexible and fascinating Deputy Secretary General of the Presidency of the Republic, Janis Clementi, is anxious to no avail in an attempt to regulate the unpredictable actions of the President...",2013-03-21,4.806,6.168,678
6998,81390,A Lonely Place to Die,A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness. They become caught up in a terrifying game of cat and mouse with the kidnappers as they try to get the girl to safety.,2011-04-09,29.504,6.168,563
6999,55846,Blitz,A tough cop is dispatched to take down a serial killer who has been targeting police officers.,2011-05-20,26.395,6.168,1618
7000,19457,The Yards,"In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he finds his aunt married to Frank Olchin, one of the big contractors; he's battling with a minority-owned firm for contracts.",2000-04-27,13.61,6.168,434
7001,14709,Varsity Blues,"In small-town Texas, high school football is a religion, 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every Friday night. When star quarterback Lance Harbor suffers an injury, the Coyotes are forced to regroup under the questionable leadership of John Moxon, a second-string quarterback with a slightly irreverent approach to the game.",1999-01-15,19.206,6.168,410
7002,11896,Throw Momma from the Train,"Larry Donner, an author with a cruel ex-wife, teaches a writing workshop in which one of his students, Owen, is fed up with his domineering mother. When Owen watches a Hitchcock classic that seems to mirror his own life, he decides to put the movie's plot into action and offers to kill Larry's ex-wife, if Larry promises to murder his mom. Before Larry gets a chance to react to the plan, it seems that Owen has already set things in motion.",1987-12-11,17.663,6.2,554
7003,9573,Blood Work,"Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",2002-08-09,13.307,6.168,792
7004,663,Saw IV,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",2007-10-25,20.885,6.166,3701
7005,87496,The Company You Keep,A former Weather Underground activist goes on the run from a journalist who discovers his identity.,2012-12-20,11.846,6.2,687
7006,77930,Magic Mike,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",2012-06-28,18.453,6.167,2882
7007,1685,Beneath the Planet of the Apes,"The sole survivor of an interplanetary rescue mission lands on the planet of the apes, and uncovers a horrible secret beneath the surface.",1970-04-23,41.924,6.167,1297
7008,296,Terminator 3: Rise of the Machines,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",2003-07-02,37.266,6.167,6537
7009,390061,Mark Felt: The Man Who Brought Down the White House,"The story of Mark Felt, who under the name ""Deep Throat"" helped journalists Bob Woodward and Carl Bernstein uncover the Watergate scandal in 1974.",2017-09-28,14.732,6.2,494
7010,8978,Assault on Precinct 13,"On New Year's Eve, inside a police station that's about to be closed for good, officer Jake Roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster Marion Bishop.",2005-01-19,10.036,6.166,1064
7011,454293,Night School,"Teddy Walker is a successful salesman whose life takes an unexpected turn when he accidentally blows up his place of employment. Forced to attend night school to get his GED, Teddy soon finds himself dealing with a group of misfit students, his former high school nemesis and a feisty teacher who doesn't think he's too bright.",2018-09-27,24.402,6.165,1639
7012,258284,Every Secret Thing,"One clear summer day in a Baltimore suburb, a baby goes missing from her front porch. Two young girls serve seven years for the crime and are released into a town that hasn't fully forgiven or forgotten. Soon, another child is missing, and two detectives are called in to investigate the mystery in a community where everyone seems to have a secret.",2014-04-20,13.359,6.165,325
7013,197796,Beauty and the Beast,"Forced to face the cruel side of life, a devastated, bankrupt merchant chances upon the enchanted castle of a hideous creature, the mere sight of it chills the bone to the marrow. There, a fate worse than death awaits the poor father-of-six, who, after plucking a sweet-scented rose from the repulsive master's verdant garden, must do the impossible: permit his compassionate daughter, Belle, to take his place and pay for the sins of her parent. Now, an impenetrable mystery shrouds the haunted mansion, and, as repugnance gradually turns into affection, only true love could break the spell.",2014-02-12,38.547,6.165,2002
7014,157825,White Bird in a Blizzard,"In 1988, a teenage girl's life is thrown into chaos when her mother disappears.",2014-08-14,13.404,6.165,710
7015,9725,Friday the 13th Part 2,"Five years after the horrible bloodbath at Camp Crystal Lake, new counselors roam the area, not sensing the ominous lurking presence that proves that the grisly legend is real.",1981-05-01,29.289,6.2,1617
7016,9039,Trapped,"When their daughter is abducted by experienced kidnappers, the Jennings turn the tables on their seemingly fool-proof plan.",2002-09-20,13.619,6.165,550
7017,8916,Antz,"A neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army.",1998-10-02,33.017,6.165,4386
7018,5689,The Blue Lagoon,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",1980-07-05,36.843,6.165,1789
7019,531509,Otherhood,Three suburban moms travel to New York City to visit their sons.,2019-08-13,10.014,6.164,449
7020,11355,Never Been Kissed,"Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson.",1999-04-09,29.637,6.164,1460
7021,10972,Session 9,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.,2001-08-10,15.838,6.164,884
7022,136418,Hummingbird,"Homeless and on the run from a military court martial, a damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity, transforming into an avenging angel in the process.",2013-05-07,31.238,6.163,1665
7023,43930,"Tomorrow, When the War Began","Ellie Linton, a teen from an Australian coastal town, leads her friends on an excursion to a camp deep in the woods, dubbed ""Hell."" Upon their return, the youths find that their town has been overrun by an enemy army, and their friends and family have been imprisoned. When the hostile invaders become alerted to their presence, Ellie and her friends band together to escape -- and strike back against -- this mysterious enemy.",2010-08-08,16.146,6.163,496
7024,9641,Cheaper by the Dozen 2,"Steve Martin and Bonnie Hunt return as heads of the Baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by Eugene Levy,",2005-12-21,23.669,6.163,1951
7025,9280,Femme Fatale,"A $10-million diamond rip-off, a stolen identity, a new life married to a diplomat. Laure Ash has risked big, won big. But then a tabloid shutterbug snaps her picture in Paris, and suddenly, enemies from Laure's secret past know who and where she is. And they all want their share of the diamond heist. Or her life. Or both.",2002-04-30,10.611,6.163,574
7026,9257,S.W.A.T.,"Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize.",2003-08-08,28.099,6.163,2457
7027,14444,The Rugrats Movie,"Based on the popular Nickelodeon TV series Rugrats, this is the first full-length feature animated movie to star the little tots. It's the story of diaper-clad kids, told from a baby's point- of-view, and they were one of the hottest-selling toy franchises of the late '90s.",1998-11-20,22.343,6.162,551
7028,10589,After the Sunset,"An FBI agent is suspicious of two master thieves, quietly enjoying their retirement near what may - or may not - be the biggest score of their careers.",2004-11-12,19.552,6.2,745
7029,9457,Deep Rising,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.",1998-01-30,21.323,6.162,690
7030,680593,The Dark and the Wicked,"On a secluded farm in a nondescript rural town, a man is slowly dying. His family gathers to mourn, and soon a darkness grows, marked by waking nightmares and a growing sense that something evil is taking over the family.",2020-10-29,26.249,6.2,426
7031,209247,The Art of the Steal,"Crunch Calhoun, a third-rate motorcycle daredevil and part-time art thief, teams up with his snaky brother to steal one of the most valuable books in the world. But it's not just about the book for Crunch — he's keen to rewrite some chapters of his own past as well.",2013-09-20,16.517,6.2,546
7032,72545,Journey 2: The Mysterious Island,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",2012-01-19,35.192,6.161,4178
7033,19004,The Land Before Time III: The Time of the Great Giving,"When a sudden shortage of water threatens all life in the great valley, The gang of young dinosaur must cooperate with a group of bullies to make a risky journey outside the valley and find the cause.",1995-03-16,11.709,6.2,373
7034,242022,The Inbetweeners 2,"Neil, Will and Simon receive an invite from Jay to join him in Australia whilst on his gap year, who promises them it’s ”the sex capital of the world”. With their lives now rather dull compared to their hedonistic school days and legendary lads holiday, it’s an offer they can’t refuse. Once again, they put growing up temporarily on-hold, and embark on a backpacking holiday of a lifetime in an awful car, inspired by Peter Andre’s ‘Mysterious Girl’. Will soon finds himself battling with the lads to do something cultural, whilst they focus their attention on drinking, girls, and annoying fellow travelers.",2014-08-06,11.386,6.158,484
7035,114750,Dear White People,"Four college students attend an Ivy League college where a riot breaks out over an ""African-American"" themed party thrown by white students. With tongue planted firmly in cheek, the film explores racial identity in 'post racial' America while weaving a story about forging one's unique path in the world.",2014-10-17,12.037,6.16,446
7036,399031,Happy End,A well-to-do French family living in Calais deal with a series of setbacks and crises while paying little attention to the grim conditions in the refugee camps within a few miles of their home.,2017-06-21,15.38,6.2,381
7037,387592,Early Man,"Dug, along with his sidekick Hognob, unite a cavemen tribe to save their hidden valley from being spoiled and, all together as a team, to face the menace of a mysterious and mighty enemy, on the turf of an ancient and sacred sport.",2018-01-26,10.553,6.159,781
7038,9889,Shallow Hal,"After taking his dying father's advice, Hal dates only the embodiments of female physical perfection. But that all changes after Hal has an unexpected run-in with self-help guru Tony Robbins. Intrigued by Hal's shallowness, Robbins hypnotizes him into seeing the beauty that exists even in the least physically appealing women. Hal soon falls for Rosemary, but he doesn't realize that his gorgeous girlfriend is actually a 300-pound-not-so-hottie.",2001-11-01,27.186,6.159,2851
7039,6552,Idle Hands,"Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all.",1999-04-30,10.393,6.159,640
7040,455236,Accident Man,"Mike Fallon, the Accident Man, is a stone cold killer.  When a loved one is murdered by his own crew, Fallon is forced to avenge the one person who actually meant something to him.",2018-02-06,19.301,6.158,492
7041,341006,The Belko Experiment,A group of eighty American workers are locked in their office and ordered by an unknown voice to participate in a twisted game.,2016-03-17,19.746,6.158,1443
7042,264999,Magic Mike XXL,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",2015-07-01,20.035,6.2,1751
7043,102362,Dead Man Down,"In New York City, a crime lord's right-hand man is seduced by a woman seeking retribution.",2013-03-08,28.493,6.158,1425
7044,69668,Dream House,"Publisher Will Atenton quits a lucrative job in New York to relocate his wife, Libby, and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.",2011-09-29,7.866,6.158,1326
7045,8247,Jumper,"David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, David’s extraordinary gift may be his only hope for survival!",2008-02-13,43.112,6.158,5691
7046,848791,The Stranger,"Two strangers strike up a conversation on a long journey. One is a suspect in an unsolved missing person’s case and the other an undercover operative on his trail. Their uneasy friendship becomes the core of this tightly wrought thriller, which is based on the true story of one of the largest investigations and undercover operations in Australia.",2022-10-06,10.423,6.157,303
7047,411143,Tau,"Held captive in a futuristic smart house, a woman hopes to escape by befriending the A.I. program that controls the house.",2018-06-29,13.58,6.158,1226
7048,487680,The Kitchen,"The mobster husbands of three 1978 Hell's Kitchen housewives are sent to prison by the FBI. Left with little but a sharp ax to grind, the ladies take the Irish mafia's matters into their own hands — proving unexpectedly adept at everything from running the rackets to taking out the competition… literally.",2019-08-08,17.864,6.156,665
7049,400106,Bright,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",2017-12-22,25.838,6.156,5580
7050,369894,Wakefield,A man's nervous breakdown causes him to leave his wife and live in his attic for several months.,2017-05-19,8.67,6.156,397
7051,157820,Mood Indigo,A woman suffers from an unusual illness caused by a flower growing in her lungs.,2013-01-10,13.98,6.156,603
7052,59968,Our Idiot Brother,"Everybody has one—the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother, Ned. But as each of their lives begins to unravel, Ned's family comes to realise that Ned isn't such an idiot after all.",2011-08-26,7.85,6.156,942
7053,11353,Bowfinger,"On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture.",1999-08-12,25.228,6.156,833
7054,7007,Rising Sun,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Connor and Web Smith are called in to investigate. Although Connor has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",1993-07-30,14.521,6.156,735
7055,698,Moonraker,"After Drax Industries' Moonraker space shuttle is hijacked, secret agent James Bond is assigned to investigate, traveling to California to meet the company's owner, the mysterious Hugo Drax. With the help of scientist Dr. Holly Goodhead, Bond soon uncovers Drax's nefarious plans for humanity, all the while fending off an old nemesis, Jaws, and venturing to Venice, Rio, the Amazon...and even outer space.",1979-06-26,17.337,6.156,1934
7056,532671,The Prodigy,A mother concerned about her young son's disturbing behavior thinks something supernatural may be affecting him.,2019-02-06,17.253,6.154,954
7057,152792,Devil's Knot,The savage murders of three young children sparks a controversial trial of three teenagers accused of killing the kids as part of a satanic ritual.,2013-05-09,19.418,6.2,650
7058,49520,The Change-Up,"Dave is a married man with two kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",2011-08-05,30.668,6.155,2711
7059,20235,Belle's Magical World,"Belle, the Beast, Lumiere, Cogsworth and the rest of those zany castle residents use their imaginations to embark on three magical, storybook adventures. This direct-to-video anthology serves as a ""sequel"" to Disney's animated hit film. In ""The Perfect World,"" Belle and the Beast learn about forgiveness. In ""Fifi's Folly,"" Lumiere's girlfriend is jealous of his bond with Belle. And in ""Broken Wing,"" the Beast learns to be kind to an injured bird.",1998-02-16,12.032,6.155,449
7060,10070,Feast,"When a motley crew of strangers find themselves trapped in an isolated tavern, they must band together in a battle for survival against a family of flesh-hungry creatures.",2005-10-14,17.658,6.155,529
7061,13499,"Yours, Mine & Ours","Admiral Frank Beardsley returns to New London to run the Coast Guard Academy, his last stop before a probable promotion to head the Guard. A widower with eight children, he runs a loving but tight ship, with charts and salutes. The kids long for a permanent home. Helen North is a free spirit, a designer whose ten children live in loving chaos, with occasional group hugs. Helen and Frank, high school sweethearts, reconnect at a reunion, and it's love at first re-sighting. They marry on the spot. Then the problems start as two sets of kids, the free spirits and the disciplined preppies, must live together. The warring factions agree to work together to end the marriage.",2005-11-23,13.04,6.158,811
7062,7484,Open Season,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",2006-09-27,24.48,6.154,2705
7063,492353,Put Grandma in the Freezer,"Simone, a clumsy financier, falls in love with Claudia, who’s living on her grandma’s retirement checks. When the old lady dies Claudia hides the body in a freezer, and sets up a fraud with the help of some friends to avoid bankruptcy.",2018-03-15,7.794,6.153,693
7064,93837,So Undercover,"When the FBI hires her to go undercover at a college sorority, Molly Morris (Miley Cyrus) must transform herself from a tough, streetwise private investigator to a refined, sophisticated university girl to help protect the daughter of a one-time Mobster. With several suspects on her list, Molly unexpectedly discovers that not everyone is who they appear to be, including herself.",2012-12-06,16.723,6.2,1101
7065,45658,Everything Must Go,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",2011-05-13,9.939,6.153,591
7066,12262,The Hills Have Eyes,"Taking an ill-advised detour en route to California, the Carter family soon run into trouble when their RV breaks down in the middle of the desert. Stranded, they find themselves at the mercy of monstrous cannibals lurking in the surrounding hills.",1977-07-22,20.427,6.153,865
7067,11983,Proof of Life,"Alice hires a professional negotiator to obtain the release of her engineer husband, who has been kidnapped by anti-government guerrillas in South America.",2000-12-08,8.502,6.2,783
7068,9103,The Quest,"Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes.",1996-04-19,15.638,6.153,695
7069,8078,Alien Resurrection,"Two hundred years after Lt. Ripley died, a group of scientists clone her, hoping to breed the ultimate weapon. But the new Ripley is full of surprises … as are the new aliens. Ripley must team with a band of smugglers to keep the creatures from reaching Earth.",1997-11-12,43.922,6.153,4838
7070,5971,We're No Angels,Two escaped cons' only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.,1989-06-02,12.406,6.153,491
7071,286565,Paper Towns,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life dressed like a ninja and summoning him for an ingenious campaign of revenge, he follows. After their all-nighter ends and a new day breaks, Quentin arrives at school to discover that Margo, always an enigma, has now become a mystery. But Quentin soon learns that there are clues, and they're for him. Urged down a disconnected path, the closer Quentin gets, the less he sees of the girl he thought he knew.",2015-06-18,12.055,6.152,5010
7072,11234,The Omega Man,"Due to an experimental vaccine, Dr. Robert Neville is the only human survivor of an apocalyptic war waged with biological weapons. Besides him, only a few hundred deformed, nocturnal people remain - sensitive to light, and homicidally psychotic.",1971-08-01,13.931,6.152,531
7073,1809,The Rules of Attraction,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",2002-10-11,26.527,6.2,533
7074,306943,The Outcasts,"After falling victim to a humiliating prank by the high school Queen Bee, best friends and world-class geeks, Mindy and Jodi, decide to get their revenge by uniting the outcasts of the school against her and her circle of friends.",2017-04-14,9.906,6.151,488
7075,21845,Rookie of the Year,"12-year-old Henry Rowengartner, whose late father was a minor league baseball player, grew up dreaming of playing baseball, despite his physical shortcomings. After Henry's arm is broken while trying to catch a baseball at school, the tendon in that arm heals too tightly, allowing Henry to throw pitches that are as fast as 103 mph. Henry is spotted at nearby Wrigley Field by Larry ""Fish"" Fisher, the general manager of the struggling Chicago Cubs, after Henry throws an opponent's home-run ball all the way from the outfield bleachers back to the catcher, and it seems that Henry may be the pitcher that team owner Bob Carson has been praying for.",1993-07-07,13.322,6.151,342
7076,13455,Push,"After his father, an assassin, is brutally murdered, Nick Gant vows revenge on Division, the covert government agency that dabbles in psychic warfare and experimental drugs. Hiding in Hong Kong's underworld, Nick assembles a band of rogue psychics dedicated to destroying Division. Together with Cassie, a teenage clairvoyant, Nick goes in search of a missing girl and a stolen suitcase that could be the key to accomplishing their mutual goal.",2009-02-04,18.133,6.151,2239
7077,9545,Sniper,Tough guy Thomas Beckett is an US soldier working in the Panamanian jungle. His job is to seek out rebels and remove them using his sniper skills. Beckett is notorious for losing his partners on such missions. This time he's accompanied by crack marksman Richard Miller.,1993-01-29,23.282,6.151,407
7078,509585,7500,"When terrorists try to seize control of a Berlin-Paris flight, a soft-spoken young American co-pilot struggles to save the lives of the passengers and crew while forging a surprising connection with one of the hijackers.",2019-12-26,14.192,6.15,826
